客戶編號,性別,年齡,婚姻,扶養人數,城市,郵遞區號,緯度,經度,推薦次數,加入期間 (月),優惠方式,電話服務,平均長途話費,多線路服務,網路服務,網路連線類型,平均下載量( GB),線上安全服務,線上備份服務,設備保護計劃,技術支援計劃,電視節目,電影節目,音樂節目,無限資料下載,合約類型,無紙化計費,支付帳單方式,每月費用,總費用,總退款,額外數據費用,額外長途費用,總收入,客戶狀態,客戶流失類別,客戶離開原因,Age,Dependents,Total_Revenue,人口估計,CLV,CLV_Group,Churned
4718-DHSMV,Female,22,No,0,Llano,93544,34.500091,-117.765862,0,11,Offer D,No,0.0,,Yes,DSL,52.0,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,35.8,363.15,0.0,0,0.0,363.15,Stayed,,,22,0,363.15,1220,363.15,Low CLV,False
4718-WXBGI,Male,21,Yes,1,Twain Harte,95383,38.107441,-120.230625,1,72,Offer A,Yes,27.1,Yes,Yes,Cable,59.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,91.95,6614.9,0.0,0,1951.2,8566.1,Stayed,,,21,1,8566.1,4848,8566.1,High CLV,False
4719-UMSIY,Male,52,No,2,Lake Arrowhead,92352,34.2565,-117.19335,0,6,無優惠,Yes,15.5,No,No,,0.0,,,,,,,,,Month-to-Month,No,Mailed Check,19.65,100.9,0.0,0,93.0,193.9,Stayed,,,52,2,193.9,9793,193.9,Low CLV,False
4720-VSTSI,Female,54,No,0,Monterey Park,91754,34.050322,-118.147037,0,44,無優惠,Yes,40.17,Yes,Yes,Fiber Optic,6.0,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.8,3862.55,0.0,0,1767.48,5630.030000000001,Churned,Attitude,Attitude of support person,54,0,5630.030000000001,33280,5630.030000000001,High CLV,True
4723-BEGSG,Male,35,Yes,0,Corona,92881,33.833686,-117.513063,1,72,無優惠,Yes,12.12,Yes,Yes,Cable,23.0,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,0.0,6094.25,3.2,0,872.64,6963.6900000000005,Stayed,,,35,0,6963.6900000000005,21911,6963.6900000000005,High CLV,False
4724-WXVWF,Male,28,No,0,Earp,92242,34.137742,-114.36514,0,48,無優惠,Yes,4.15,Yes,Yes,Fiber Optic,46.0,Yes,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,95.4,4445.3,0.0,0,199.2,4644.5,Stayed,,,28,0,4644.5,1564,4644.5,High CLV,False
4726-DLWQN,Male,69,No,0,Live Oak,95953,39.258746,-121.77697,0,50,Offer B,Yes,25.23,Yes,Yes,DSL,23.0,Yes,Yes,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,70.35,3454.6,0.0,100,1261.5,4816.1,Stayed,,,69,0,4816.1,8695,4816.1,High CLV,False
4727-MCYZG,Male,23,No,0,Union City,94587,37.59485,-122.051521,0,1,Offer E,Yes,33.32,No,Yes,DSL,48.0,No,No,No,No,No,Yes,Yes,No,Month-to-Month,No,Mailed Check,55.55,55.55,0.0,30,33.32,118.87,Joined,,,23,0,118.87,66472,118.87,Low CLV,False
4729-XKASR,Male,56,No,3,San Jose,95123,37.238758,-121.828375,0,1,無優惠,No,0.0,,Yes,DSL,57.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,24.75,24.75,0.0,0,0.0,24.75,Churned,Competitor,Competitor had better devices,56,3,24.75,59632,24.75,Low CLV,True
4730-AWNAU,Male,59,Yes,0,Lower Lake,95457,38.925545,-122.549083,7,36,無優惠,No,0.0,,Yes,DSL,24.0,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Credit Card,60.7,2234.55,0.0,0,0.0,2234.55,Stayed,,,59,0,2234.55,2644,2234.55,Mid CLV,False
4732-RRJZC,Male,31,Yes,1,Bridgeville,95526,40.372532,-123.525626,9,7,無優惠,Yes,39.98,No,No,,0.0,,,,,,,,,Month-to-Month,No,Credit Card,20.25,144.35,0.0,0,279.86,424.21,Stayed,,,31,1,424.21,695,424.21,Low CLV,False
4735-ASGMA,Male,55,No,0,Carnelian Bay,96140,39.227434,-120.091806,0,26,無優惠,Yes,40.17,Yes,Yes,Fiber Optic,27.0,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,98.35,2515.3,0.0,0,1044.42,3559.7200000000003,Churned,Competitor,Competitor had better devices,55,0,3559.7200000000003,1943,3559.7200000000003,Mid CLV,True
4735-BJKOU,Female,33,No,0,Los Angeles,90039,34.110845,-118.259595,0,40,無優惠,Yes,8.36,No,No,,0.0,,,,,,,,,Two Year,No,Mailed Check,20.15,804.85,0.0,0,334.4,1139.25,Stayed,,,33,0,1139.25,29310,1139.25,Mid CLV,False
4737-AQCPU,Male,39,Yes,0,Los Angeles,90022,34.02381,-118.156582,5,72,無優惠,Yes,42.55,Yes,Yes,DSL,18.0,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,No,Credit Card,72.1,5016.65,0.0,0,3063.6,8080.25,Stayed,,,39,0,8080.25,68701,8080.25,High CLV,False
4737-HOBAX,Male,51,Yes,0,Penngrove,94951,38.325599,-122.642352,5,63,無優惠,Yes,10.07,Yes,Yes,Cable,20.0,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,79.8,5034.05,0.0,0,634.41,5668.46,Stayed,,,51,0,5668.46,3777,5668.46,High CLV,False
4741-WWJQZ,Female,49,Yes,0,Forestville,95436,38.499302,-122.92444,0,2,Offer E,Yes,26.58,No,Yes,Fiber Optic,23.0,Yes,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,80.15,194.55,0.0,0,53.16,247.71,Joined,,,49,0,247.71,6216,247.71,Low CLV,False
4742-DRORA,Male,59,Yes,0,Mecca,92254,33.543835,-115.993906,5,60,Offer B,Yes,5.43,Yes,Yes,Fiber Optic,29.0,Yes,No,Yes,No,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,95.4,5812.0,0.0,0,325.8,6137.8,Stayed,,,59,0,6137.8,8768,6137.8,High CLV,False
4742-TXUEX,Female,24,Yes,3,Rialto,92376,34.109775,-117.378904,1,47,無優惠,Yes,2.56,No,No,,0.0,,,,,,,,,Two Year,No,Bank Withdrawal,19.3,890.5,0.0,0,120.32,1010.82,Stayed,,,24,3,1010.82,75882,1010.82,Mid CLV,False
4745-LSPLO,Male,22,No,0,San Diego,92111,32.805518,-117.169052,0,1,無優惠,Yes,19.85,No,No,,0.0,,,,,,,,,Month-to-Month,No,Credit Card,20.5,20.5,0.0,0,19.85,40.35,Churned,Attitude,Attitude of support person,22,0,40.35,46828,40.35,Low CLV,True
4747-LCAQL,Male,28,No,0,Los Angeles,90037,34.002642,-118.287596,0,25,Offer C,Yes,7.55,No,Yes,DSL,71.0,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,79.0,1902.0,0.0,0,188.75,2090.75,Stayed,,,28,0,2090.75,56709,2090.75,Mid CLV,False
4749-OJKQU,Female,36,No,0,San Jose,95132,37.424655,-121.74841,0,4,無優惠,Yes,23.5,Yes,Yes,Fiber Optic,22.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.65,302.35,0.0,0,94.0,396.35,Stayed,,,36,0,396.35,40568,396.35,Low CLV,False
4749-VFKVB,Female,47,No,0,Inverness,94937,38.099323,-122.945723,0,1,無優惠,Yes,46.49,Yes,Yes,DSL,14.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,50.1,50.1,0.0,0,46.49,96.59,Churned,Other,Don't know,47,0,96.59,1004,96.59,Low CLV,True
4750-UKWJK,Female,77,Yes,0,Gilroy,95020,37.03889,-121.528955,1,37,無優惠,Yes,25.35,No,No,,0.0,,,,,,,,,One Year,No,Mailed Check,19.6,727.8,0.0,0,937.95,1665.75,Stayed,,,77,0,1665.75,49968,1665.75,Mid CLV,False
4750-ZRXIU,Female,68,No,0,Palo Alto,94304,37.386978,-122.177746,0,4,無優惠,Yes,6.68,Yes,Yes,Cable,17.0,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.6,360.1,0.0,0,26.72,386.8200000000001,Churned,Competitor,Competitor had better devices,68,0,386.8200000000001,1723,386.8200000000001,Low CLV,True
4751-ERMAN,Male,43,Yes,0,Gazelle,96034,41.411315,-122.697236,7,72,無優惠,Yes,42.16,No,Yes,Cable,18.0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,75.4,5480.25,0.0,0,3035.52,8515.77,Stayed,,,43,0,8515.77,392,8515.77,High CLV,False
4753-PADAS,Female,23,Yes,0,Bieber,96009,41.083464,-121.107929,2,67,Offer A,Yes,25.46,Yes,Yes,Fiber Optic,73.0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,105.7,6816.95,0.0,0,1705.82,8522.77,Stayed,,,23,0,8522.77,595,8522.77,High CLV,False
4759-PXTAN,Female,34,Yes,0,Potter Valley,95469,39.408634,-123.045516,7,59,無優惠,Yes,20.27,Yes,Yes,DSL,13.0,No,Yes,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,80.1,4693.2,0.0,0,1195.93,5889.13,Stayed,,,34,0,5889.13,1884,5889.13,High CLV,False
4759-TRPLW,Male,40,No,0,Long Beach,90822,33.778436,-118.118648,0,1,Offer E,Yes,29.63,No,Yes,Fiber Optic,15.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,70.4,70.4,0.0,0,29.63,100.03,Churned,Competitor,Competitor had better devices,40,0,100.03,425,100.03,Low CLV,True
4760-THGOT,Female,33,Yes,0,San Jose,95134,37.42765,-121.945416,9,43,無優惠,Yes,49.48,Yes,Yes,Fiber Optic,11.0,Yes,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,94.1,4107.3,0.0,0,2127.64,6234.9400000000005,Stayed,,,33,0,6234.9400000000005,9657,6234.9400000000005,High CLV,False
4760-XOHVN,Female,54,Yes,2,Myers Flat,95554,40.267158,-123.805913,1,1,無優惠,Yes,28.73,No,No,,0.0,,,,,,,,,Month-to-Month,No,Mailed Check,19.45,19.45,0.0,0,28.73,48.18,Churned,Competitor,Competitor made better offer,54,2,48.18,644,48.18,Low CLV,True
4763-PGDPO,Female,19,No,0,Sacramento,95831,38.494832,-121.529447,0,4,無優惠,Yes,41.12,No,Yes,Fiber Optic,42.0,No,No,No,No,No,No,Yes,No,Month-to-Month,No,Bank Withdrawal,70.4,281.0,0.0,70,164.48,515.48,Churned,Competitor,Competitor had better devices,19,0,515.48,42832,515.48,Low CLV,True
4765-OXPPD,Female,20,Yes,0,Ventura,93003,34.279221,-119.221437,1,9,Offer E,Yes,6.35,No,Yes,Cable,69.0,Yes,Yes,Yes,Yes,No,No,No,Yes,Month-to-Month,No,Mailed Check,65.0,663.05,0.0,0,57.15,720.1999999999999,Churned,Competitor,Competitor offered more data,20,0,720.1999999999999,46894,720.1999999999999,Low CLV,True
4767-HZZHQ,Male,32,Yes,3,Redondo Beach,90277,33.830453,-118.384565,5,30,Offer C,Yes,6.19,No,Yes,Fiber Optic,21.0,No,Yes,Yes,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,82.05,2570.2,0.0,120,185.7,2875.8999999999996,Stayed,,,32,3,2875.8999999999996,34191,2875.8999999999996,Mid CLV,False
4770-QAZXN,Female,42,No,0,Tomales,94971,38.240769,-122.901041,0,13,Offer D,Yes,46.3,No,No,,0.0,,,,,,,,,Month-to-Month,No,Credit Card,19.45,232.1,0.0,0,601.9,834.0,Stayed,,,42,0,834.0,384,834.0,Low CLV,False
4770-UEZOX,Male,19,No,0,Fallbrook,92028,33.362575,-117.299644,0,2,Offer E,Yes,43.56,No,Yes,Fiber Optic,52.0,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.75,144.8,0.0,0,87.12,231.92,Joined,,,19,0,231.92,42239,231.92,Low CLV,False
4774-HHGGS,Male,64,Yes,0,Janesville,96114,40.294034,-120.512622,1,30,無優惠,Yes,11.38,No,No,,0.0,,,,,,,,,Two Year,No,Credit Card,19.05,637.55,0.0,0,341.4,978.95,Stayed,,,64,0,978.95,3093,978.95,Mid CLV,False
4776-XSKYQ,Female,48,Yes,1,Laguna Hills,92653,33.606899,-117.717854,4,12,無優惠,No,0.0,,Yes,DSL,22.0,No,No,No,Yes,No,No,No,Yes,One Year,No,Credit Card,30.25,368.85,0.0,0,0.0,368.85,Stayed,,,48,1,368.85,48273,368.85,Low CLV,False
4778-IZARL,Male,46,Yes,0,New Cuyama,93254,34.956577,-119.750142,8,63,無優惠,Yes,3.18,No,Yes,Fiber Optic,15.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,110.1,6705.7,0.0,0,200.34,6906.04,Stayed,,,46,0,6906.04,798,6906.04,High CLV,False
4779-ZGICK,Male,39,Yes,1,Los Angeles,90057,34.061918,-118.277939,0,48,Offer B,Yes,11.86,Yes,No,,0.0,,,,,,,,,Two Year,No,Credit Card,23.55,1173.35,0.0,0,569.28,1742.63,Stayed,,,39,1,1742.63,44004,1742.63,Mid CLV,False
4781-ZXYGU,Male,25,Yes,2,Sausalito,94965,37.848641,-122.515692,7,1,Offer E,Yes,18.63,No,No,,0.0,,,,,,,,,Month-to-Month,Yes,Bank Withdrawal,20.15,20.15,0.0,0,18.63,38.78,Joined,,,25,2,38.78,11213,38.78,Low CLV,False
4782-OSFXZ,Female,72,Yes,0,Lodi,95242,38.128087,-121.4078,1,71,Offer A,Yes,37.53,Yes,Yes,DSL,24.0,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,82.7,5831.2,0.0,0,2664.63,8495.83,Stayed,,,72,0,8495.83,22073,8495.83,High CLV,False
4785-FCIFB,Female,20,Yes,0,Forest Falls,92339,34.067699,-116.903891,10,61,Offer B,Yes,20.09,Yes,No,,0.0,,,,,,,,,Two Year,No,Mailed Check,24.4,1417.9,0.0,0,1225.49,2643.3900000000003,Stayed,,,20,0,2643.3900000000003,958,2643.3900000000003,Mid CLV,False
4785-NKHCX,Male,65,No,0,O Neals,93645,37.140104,-119.657092,0,5,Offer E,Yes,30.14,No,No,,0.0,,,,,,,,,One Year,No,Bank Withdrawal,20.05,94.15,0.0,0,150.7,244.85,Stayed,,,65,0,244.85,173,244.85,Low CLV,False
4785-QRJHC,Male,80,Yes,0,San Francisco,94132,37.722302,-122.491129,1,46,無優惠,No,0.0,,Yes,DSL,15.0,No,Yes,Yes,Yes,Yes,Yes,No,No,One Year,Yes,Bank Withdrawal,59.9,2816.65,0.0,150,0.0,2966.65,Churned,Competitor,Competitor offered higher download speeds,80,0,2966.65,26297,2966.65,Mid CLV,True
4786-UKSNZ,Male,45,No,0,Clayton,94517,37.881842,-121.848111,0,1,Offer E,Yes,11.25,No,No,,0.0,,,,,,,,,Month-to-Month,No,Credit Card,20.2,20.2,0.0,0,11.25,31.45,Churned,Competitor,Competitor made better offer,45,0,31.45,14239,31.45,Low CLV,True
4789-KWMXN,Male,42,Yes,0,Tuolumne,95379,37.939768,-120.188002,1,47,Offer B,Yes,19.02,Yes,Yes,Fiber Optic,17.0,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,110.85,5275.8,4.93,0,893.94,6164.8099999999995,Churned,Price,Price too high,42,0,6164.8099999999995,3979,6164.8099999999995,High CLV,True
4791-QRGMF,Male,33,Yes,0,Miranda,95553,40.210895,-123.86,1,59,Offer B,Yes,10.76,Yes,Yes,Fiber Optic,5.0,No,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,99.5,5961.1,0.0,0,634.84,6595.9400000000005,Churned,Competitor,Competitor offered more data,33,0,6595.9400000000005,867,6595.9400000000005,High CLV,True
4795-KTRTH,Female,68,Yes,0,San Diego,92122,32.85723,-117.209774,1,5,Offer E,Yes,47.28,Yes,Yes,Fiber Optic,11.0,No,Yes,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,81.0,371.65,40.64,10,236.4,577.41,Churned,Competitor,Competitor made better offer,68,0,577.41,34902,577.41,Low CLV,True
4795-UXVCJ,Male,63,No,0,Gonzales,93926,36.52588,-121.396719,0,26,Offer C,Yes,45.7,No,No,,0.0,,,,,,,,,One Year,No,Credit Card,19.8,457.3,0.0,0,1188.2,1645.5,Stayed,,,63,0,1645.5,9023,1645.5,Mid CLV,False
4795-WRNVT,Female,32,No,0,Pomona,91768,34.067932,-117.785168,0,40,無優惠,Yes,11.56,No,Yes,DSL,26.0,Yes,Yes,No,No,Yes,No,No,Yes,Month-to-Month,No,Credit Card,65.1,2586.0,0.0,0,462.4,3048.4,Stayed,,,32,0,3048.4,36057,3048.4,Mid CLV,False
4797-AXPXK,Female,64,No,2,Lompoc,93436,34.601055,-120.382917,0,1,Offer E,Yes,43.48,No,Yes,DSL,16.0,Yes,Yes,No,Yes,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,60.0,60.0,0.0,10,43.48,113.48,Churned,Attitude,Attitude of service provider,64,2,113.48,51737,113.48,Low CLV,True
4797-MIWUM,Male,22,Yes,3,Goleta,93117,34.489983,-120.091246,0,7,Offer E,Yes,49.83,No,No,,0.0,,,,,,,,,Month-to-Month,Yes,Bank Withdrawal,20.25,174.7,0.0,0,348.81,523.51,Stayed,,,22,3,523.51,49975,523.51,Low CLV,False
4800-CZMPC,Female,24,Yes,0,Delano,93215,35.772244,-119.209689,1,48,Offer B,Yes,6.36,Yes,Yes,Fiber Optic,47.0,Yes,Yes,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,103.25,5037.55,0.0,0,305.28,5342.83,Churned,Attitude,Attitude of service provider,24,0,5342.83,37280,5342.83,High CLV,True
4800-VHZKI,Female,59,No,0,San Diego,92122,32.85723,-117.209774,0,1,Offer E,Yes,36.63,No,No,,0.0,,,,,,,,,Month-to-Month,Yes,Credit Card,19.9,19.9,0.0,0,36.63,56.53,Churned,Competitor,Competitor made better offer,59,0,56.53,34902,56.53,Low CLV,True
4801-JZAZL,Female,32,Yes,2,Angelus Oaks,92305,34.1678,-116.86433,1,11,無優惠,No,0.0,,Yes,DSL,17.0,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,29.6,346.45,27.24,0,0.0,319.21,Stayed,,,32,2,319.21,301,319.21,Low CLV,False
4801-KFYKL,Male,28,No,3,Granada Hills,91344,34.291273,-118.505104,0,8,無優惠,Yes,1.95,No,No,,0.0,,,,,,,,,Month-to-Month,No,Bank Withdrawal,19.45,159.2,0.0,0,15.6,174.79999999999998,Stayed,,,28,3,174.79999999999998,48867,174.79999999999998,Low CLV,False
4803-AXVYP,Female,75,No,0,Butte City,95920,39.449794,-121.936372,0,38,Offer C,Yes,47.39,Yes,Yes,Fiber Optic,2.0,No,No,No,Yes,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,99.55,3734.25,0.0,0,1800.82,5535.07,Churned,Dissatisfaction,Service dissatisfaction,75,0,5535.07,303,5535.07,High CLV,True
4803-LBYPN,Male,44,Yes,1,Orange,92868,33.787796,-117.875928,1,34,Offer C,Yes,44.54,No,No,,0.0,,,,,,,,,Month-to-Month,No,Credit Card,20.8,635.9,46.07,0,1514.36,2104.1899999999996,Stayed,,,44,1,2104.1899999999996,23172,2104.1899999999996,Mid CLV,False
4804-NCPET,Male,32,Yes,3,Clearlake,95422,38.965804,-122.631779,3,19,無優惠,Yes,31.7,No,No,,0.0,,,,,,,,,Two Year,No,Credit Card,20.2,387.4,0.0,0,602.3,989.7,Stayed,,,32,3,989.7,13485,989.7,Mid CLV,False
4806-DXQCE,Female,77,Yes,0,Santa Monica,90404,34.026334,-118.474222,7,70,無優惠,Yes,35.39,Yes,Yes,Fiber Optic,25.0,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,113.65,7714.65,24.36,0,2477.3,10167.59,Stayed,,,77,0,10167.59,19975,10167.59,High CLV,False
4806-HIPDW,Female,64,Yes,0,Calimesa,92320,33.982787,-117.057627,1,1,Offer E,Yes,21.65,No,Yes,Fiber Optic,13.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,68.95,68.95,0.0,0,21.65,90.6,Churned,Dissatisfaction,Limited range of services,64,0,90.6,7334,90.6,Low CLV,True
4806-KEXQR,Male,27,No,0,Lockeford,95237,38.166791,-121.14207,0,4,Offer E,Yes,43.06,No,Yes,Fiber Optic,46.0,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,79.9,324.3,0.0,0,172.24,496.54,Churned,Competitor,Competitor had better devices,27,0,496.54,3205,496.54,Low CLV,True
4807-IZYOZ,Female,25,No,0,North Palm Springs,92258,33.906496,-116.569499,0,51,Offer B,Yes,19.23,No,No,,0.0,,,,,,,,,Two Year,No,Bank Withdrawal,20.65,1020.75,19.32,0,980.73,1982.16,Stayed,,,25,0,1982.16,732,1982.16,Mid CLV,False
4808-YNLEU,Female,51,Yes,0,Maywood,90270,33.988572,-118.186565,1,35,Offer C,Yes,24.53,No,Yes,DSL,30.0,Yes,No,No,No,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,62.15,2215.45,0.0,0,858.55,3074.0,Stayed,,,51,0,3074.0,28094,3074.0,Mid CLV,False
4811-JBUVU,Male,62,No,0,Sherman Oaks,91423,34.146957,-118.432138,0,30,無優惠,Yes,31.97,Yes,Yes,Fiber Optic,2.0,No,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,89.9,2723.15,0.0,0,959.1,3682.25,Stayed,,,62,0,3682.25,29387,3682.25,Mid CLV,False
4813-HQMGZ,Female,54,Yes,0,Ducor,93218,35.846067,-119.004073,4,8,Offer E,Yes,9.88,Yes,Yes,Fiber Optic,4.0,No,No,No,Yes,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,90.25,743.75,0.0,0,79.04,822.79,Stayed,,,54,0,822.79,823,822.79,Low CLV,False
4815-GBTCD,Female,55,Yes,0,Wishon,93669,37.287758,-119.548156,1,4,無優惠,No,0.0,,Yes,DSL,29.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,25.15,99.95,0.0,0,0.0,99.95,Stayed,,,55,0,99.95,327,99.95,Low CLV,False
4815-TUMEQ,Female,25,No,0,Lynwood,90262,33.923573,-118.200669,0,10,Offer D,Yes,45.42,No,No,,0.0,,,,,,,,,One Year,Yes,Credit Card,19.3,185.2,0.0,0,454.2,639.4,Stayed,,,25,0,639.4,69850,639.4,Low CLV,False
4815-YOSUK,Male,22,Yes,2,Aliso Viejo,92656,33.571259,-117.731917,9,72,無優惠,Yes,41.18,Yes,Yes,Fiber Optic,52.0,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,One Year,Yes,Credit Card,104.9,7537.5,0.0,0,2964.96,10502.46,Stayed,,,22,2,10502.46,41237,10502.46,High CLV,False
4816-JBHOV,Male,72,No,0,Los Angeles,90044,33.952714,-118.292061,0,2,Offer E,Yes,41.43,No,Yes,Cable,20.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,44.7,93.7,0.0,0,82.86,176.56,Churned,Competitor,Competitor offered more data,72,0,176.56,87383,176.56,Low CLV,True
4816-LXZYW,Female,51,No,0,Long Beach,90810,33.819814,-118.222416,0,23,Offer D,Yes,33.44,Yes,Yes,Fiber Optic,11.0,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.0,1676.95,0.0,0,769.12,2446.07,Churned,Competitor,Competitor had better devices,51,0,2446.07,35656,2446.07,Mid CLV,True
4816-OKWNX,Male,38,Yes,1,Los Angeles,90034,34.030578,-118.399613,2,50,無優惠,Yes,36.21,No,Yes,Fiber Optic,22.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,103.4,5236.4,0.0,0,1810.5,7046.9,Stayed,,,38,1,7046.9,58218,7046.9,High CLV,False
4817-KEQSP,Female,43,Yes,2,Temecula,92592,33.507255,-117.029473,2,71,無優惠,Yes,16.84,No,No,,0.0,,,,,,,,,Two Year,No,Bank Withdrawal,19.85,1326.35,0.0,0,1195.64,2521.99,Stayed,,,43,2,2521.99,46171,2521.99,Mid CLV,False
4817-QRJSX,Female,46,No,0,Clovis,93612,36.814539,-119.711868,0,10,Offer D,Yes,49.5,Yes,Yes,Fiber Optic,19.0,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,81.0,818.05,0.0,0,495.0,1313.05,Churned,Attitude,Attitude of support person,46,0,1313.05,33856,1313.05,Mid CLV,True
4817-VYYWS,Female,21,No,0,Silverado,92676,33.782346,-117.635263,0,30,Offer C,Yes,11.73,Yes,Yes,Fiber Optic,82.0,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,100.2,2983.8,0.0,0,351.9,3335.7000000000003,Churned,Dissatisfaction,Service dissatisfaction,21,0,3335.7000000000003,1859,3335.7000000000003,Mid CLV,True
4818-DRBQT,Male,29,Yes,0,Farmersville,93223,36.29878,-119.201028,1,29,Offer C,Yes,26.03,Yes,Yes,Fiber Optic,47.0,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,80.15,2265.25,0.0,0,754.87,3020.12,Churned,Attitude,Attitude of support person,29,0,3020.12,8644,3020.12,Mid CLV,True
4818-QIUFN,Female,69,No,0,Desert Hot Springs,92241,33.832799,-116.250973,0,20,無優惠,Yes,11.82,Yes,Yes,Fiber Optic,5.0,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.15,1520.9,0.0,0,236.4,1757.3000000000002,Churned,Attitude,Attitude of support person,69,0,1757.3000000000002,5529,1757.3000000000002,Mid CLV,True
4819-HJPIW,Male,32,No,0,Avery,95224,38.208336,-120.339938,0,18,無優惠,No,0.0,,Yes,DSL,8.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,25.15,476.8,0.0,0,0.0,476.8,Stayed,,,32,0,476.8,115,476.8,Low CLV,False
4821-SJHJV,Female,25,Yes,3,Calipatria,92233,33.143826,-115.497485,6,32,無優惠,Yes,48.49,Yes,Yes,Fiber Optic,82.0,Yes,No,No,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,89.6,2901.8,0.0,0,1551.68,4453.4800000000005,Stayed,,,25,3,4453.4800000000005,7857,4453.4800000000005,High CLV,False
4821-WQOYN,Female,25,Yes,2,Little River,95456,39.245911,-123.77214,6,72,無優惠,Yes,22.05,No,No,,0.0,,,,,,,,,Two Year,Yes,Credit Card,20.1,1326.25,0.0,0,1587.6,2913.85,Stayed,,,25,2,2913.85,882,2913.85,Mid CLV,False
4822-LPTYJ,Male,38,Yes,0,Los Angeles,90021,34.029043,-118.239504,8,72,無優惠,Yes,16.5,Yes,Yes,Fiber Optic,22.0,No,Yes,Yes,No,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,103.75,7346.2,0.0,130,1188.0,8664.2,Stayed,,,38,0,8664.2,3012,8664.2,High CLV,False
